ALV-7004 or ALV-7004/FAST Data
Date :	"04.06.2015"
Time :	"16:08:13"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     297.93697
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      44.80000
Duration [s]    :	        33
Runs            :	         1
Mode            :	"C-CH0/1+1/0 "
MeanCR0 [kHz]   :	     432.24689
MeanCR1 [kHz]   :	     389.12137
MeanCR2 [kHz]   :	       0.00000
MeanCR3 [kHz]   :	       0.00000

"Correlation"
  2.50000E-005	  3.14426E-001	  3.18308E-001	  0.00000E+000	  0.00000E+000
  5.00000E-005	  3.15532E-001	  3.13765E-001	  0.00000E+000	  0.00000E+000
  7.50000E-005	  3.13488E-001	  3.11599E-001	  0.00000E+000	  0.00000E+000
  1.00000E-004	  3.13495E-001	  3.12269E-001	  0.00000E+000	  0.00000E+000
  1.25000E-004	  3.16121E-001	  3.16087E-001	  0.00000E+000	  0.00000E+000
  1.50000E-004	  3.13904E-001	  3.11620E-001	  0.00000E+000	  0.00000E+000
  1.75000E-004	  3.13004E-001	  3.11667E-001	  0.00000E+000	  0.00000E+000
  2.00000E-004	  3.10641E-001	  3.11207E-001	  0.00000E+000	  0.00000E+000
  2.25000E-004	  3.14822E-001	  3.16318E-001	  0.00000E+000	  0.00000E+000
  2.50000E-004	  3.09788E-001	  3.08824E-001	  0.00000E+000	  0.00000E+000
  2.75000E-004	  3.13735E-001	  3.14239E-001	  0.00000E+000	  0.00000E+000
  3.00000E-004	  3.09250E-001	  3.09061E-001	  0.00000E+000	  0.00000E+000
  3.25000E-004	  3.11944E-001	  3.12371E-001	  0.00000E+000	  0.00000E+000
  3.50000E-004	  3.12198E-001	  3.12669E-001	  0.00000E+000	  0.00000E+000
  3.75000E-004	  3.11034E-001	  3.11261E-001	  0.00000E+000	  0.00000E+000
  4.00000E-004	  3.14023E-001	  3.12703E-001	  0.00000E+000	  0.00000E+000
  4.50000E-004	  3.15409E-001	  3.16957E-001	  0.00000E+000	  0.00000E+000
  5.00000E-004	  3.14844E-001	  3.17827E-001	  0.00000E+000	  0.00000E+000
  5.50000E-004	  3.11985E-001	  3.12896E-001	  0.00000E+000	  0.00000E+000
  6.00000E-004	  3.13358E-001	  3.13522E-001	  0.00000E+000	  0.00000E+000
  6.50000E-004	  3.14576E-001	  3.13769E-001	  0.00000E+000	  0.00000E+000
  7.00000E-004	  3.16439E-001	  3.16389E-001	  0.00000E+000	  0.00000E+000
  7.50000E-004	  3.13953E-001	  3.14398E-001	  0.00000E+000	  0.00000E+000
  8.00000E-004	  3.14801E-001	  3.15405E-001	  0.00000E+000	  0.00000E+000
  9.00000E-004	  3.13992E-001	  3.14822E-001	  0.00000E+000	  0.00000E+000
  1.00000E-003	  3.12691E-001	  3.13210E-001	  0.00000E+000	  0.00000E+000
  1.10000E-003	  3.14013E-001	  3.14610E-001	  0.00000E+000	  0.00000E+000
  1.20000E-003	  3.12907E-001	  3.12080E-001	  0.00000E+000	  0.00000E+000
  1.30000E-003	  3.13795E-001	  3.12714E-001	  0.00000E+000	  0.00000E+000
  1.40000E-003	  3.13727E-001	  3.13496E-001	  0.00000E+000	  0.00000E+000
  1.50000E-003	  3.12737E-001	  3.14603E-001	  0.00000E+000	  0.00000E+000
  1.60000E-003	  3.12684E-001	  3.13043E-001	  0.00000E+000	  0.00000E+000
  1.80000E-003	  3.12603E-001	  3.12874E-001	  0.00000E+000	  0.00000E+000
  2.00000E-003	  3.13710E-001	  3.13371E-001	  0.00000E+000	  0.00000E+000
  2.20000E-003	  3.14912E-001	  3.14420E-001	  0.00000E+000	  0.00000E+000
  2.40000E-003	  3.13404E-001	  3.13406E-001	  0.00000E+000	  0.00000E+000
  2.60000E-003	  3.12847E-001	  3.12499E-001	  0.00000E+000	  0.00000E+000
  2.80000E-003	  3.13834E-001	  3.12820E-001	  0.00000E+000	  0.00000E+000
  3.00000E-003	  3.13006E-001	  3.13219E-001	  0.00000E+000	  0.00000E+000
  3.20000E-003	  3.13961E-001	  3.15018E-001	  0.00000E+000	  0.00000E+000
  3.60000E-003	  3.13276E-001	  3.12948E-001	  0.00000E+000	  0.00000E+000
  4.00000E-003	  3.13934E-001	  3.14270E-001	  0.00000E+000	  0.00000E+000
  4.40000E-003	  3.12449E-001	  3.13349E-001	  0.00000E+000	  0.00000E+000
